name,address,house_type,price,price_per_area,area,valid_area,property_year,house_direction,hold_year,payandtax,house_used,sell_time,latest_trade,elevator,building_structure,buildtime,trade_property,supply_heating,fitment,floor,building_type,household_num
国际城名苑,"市南,田家花园",3室1厅1厨2卫,430,3.5547,120.97平米,96.51㎡,70年,南 北,满五年,"首付129万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-17,2008-07-02,有,钢混结构,2008年建/板楼,商品房,集中供暖,其他,中楼层 (共17层),板楼,三梯八户
青建尚东区,"崂山,汽车东站",3室1厅1厨1卫,400,3.5524,112.6平米,86.74㎡,70年,南 北,满五年,"首付120万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-09,2010-09-14,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共23层),板楼,两梯三户
福岭小区G区,"市北,福州北路",4室2厅1厨2卫,380,3.5495,107.06平米,暂无数据,70年,南 北,满五年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-28,2008-08-08,暂无数据,钢混结构,2002年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
海尔东城国际北区,"崂山,颐中体育场",3室2厅1厨1卫,363,3.5453,102.39平米,85.08㎡,70年,南,满五年,"首付109万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-30,2011-06-09,有,钢混结构,2008年建/板塔结合,商品房,集中供暖,精装,低楼层 (共11层),板塔结合,一梯四户
恩马文景园,"崂山,崂山CBD",2室2厅1厨2卫,450,3.5434,127平米,101.94㎡,50年,南 北,满五年,"首付135万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-13,2002-08-19,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,中楼层 (共30层),板楼,一梯三户
恒易慧心园,"崂山,颐中体育场",2室2厅1厨1卫,330,3.5408,93.2平米,72.92㎡,70年,南 北,满两年,"首付99万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-02,2014-09-30,有,钢混结构,2011年建/板楼,商品房,集中供暖,精装,中楼层 (共18层),板楼,一梯两户
青建尚东区,"崂山,汽车东站",2室2厅1厨1卫,330,3.5408,93.2平米,71.66㎡,70年,南,满五年,"首付99万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-09,2010-09-13,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共21层),板楼,两梯三户
溪谷美寓一期,"崂山,汽车东站",2室2厅1厨1卫,340,3.5366,96.14平米,85.37㎡,50年,南 北,满五年,"首付102万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-03,2011-04-28,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
盐城路,"市南,湛山",3室1厅1厨1卫,336,3.5287,95.22平米,暂无数据,70年,南 北,满五年,"首付101万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-10,2002-09-16,暂无数据,砖混结构,1995年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
万科城东京街区,"市北,新都心",3室2厅1厨1卫,375,3.5258,106.36平米,84.07㎡,70年,南 北,暂无数据,"首付113万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-01,暂无数据,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,中楼层 (共23层),板楼,两梯四户
前海花园,"崂山,西姜",4室2厅2厨2卫,300,3.5257,85.09平米,77.93㎡,50年,南 北,满五年,"首付90万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-07,2011-05-31,暂无数据,钢混结构,2000年建/板楼,商品房,自供暖,简装,中楼层 (共6层),板楼,一梯两户
山水名园二期,"崂山,石老人",3室2厅1厨2卫,518,3.5239,147平米,暂无数据,50年,南 北,满五年,"首付156万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2015-08-30,2010-11-22,暂无数据,钢混结构,2009年建/板楼,商品房,集中供暖,精装,中楼层 (共4层),板楼,一梯两户
东方美景,"崂山,汽车东站",2室2厅1厨1卫,380,3.5186,108平米,86.5㎡,50年,南 北,满五年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-21,2010-06-09,有,钢混结构,2008年建/板楼,商品房,集中供暖,其他,高楼层 (共18层),板楼,两梯两户
万科蓝山二期,"市北,错埠岭",3室2厅1厨2卫,510,3.5173,145平米,111.4㎡,70年,南 北,满两年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-18,2014-07-24,有,钢混结构,2014年建/板楼,商品房,集中供暖,其他,低楼层 (共28层),板楼,两梯两户
山水名园三期,"崂山,石老人",2室1厅1厨2卫,420,3.5115,119.61平米,暂无数据,50年,南 北,满两年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-03,2015-02-09,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,中楼层 (共13层),板楼,一梯两户
书香门第,"崂山,石老人",3室2厅1厨2卫,515,3.5097,146.74平米,132.57㎡,50年,南 北,满五年,"首付155万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-14,2007-04-30,暂无数据,钢混结构,2007年建/板楼,商品房,集中供暖,其他,中楼层 (共5层),板楼,一梯两户
天泰馥香谷一期,"崂山,雕塑园",3室2厅1厨2卫,499,3.5077,142.26平米,123.24㎡,50年,南 北,满五年,"首付150万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-06,2010-03-26,有,钢混结构,2004年建/板楼,商品房,自供暖,简装,中楼层 (共7层),板楼,一梯两户
海尔东城国际北区,"崂山,颐中体育场",2室2厅1厨1卫,326,3.5043,93.03平米,暂无数据,70年,南 北,满五年,"首付98万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-06,2011-02-21,有,钢混结构,2008年建/板塔结合,商品房,集中供暖,精装,低楼层 (共22层),板塔结合,两梯三户
北村小区,"崂山,北村",4室3厅1厨2卫,315,3.5032,89.92平米,80.59㎡,70年,南 北,满两年,"首付95万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-15,2013-11-12,暂无数据,砖混结构,未知年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
龙潭路6-30（双号）,"市北,榉林公园",5室3厅1厨2卫,420,3.5,120平米,暂无数据,50年,南 北,满五年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-07-21,1999-01-06,暂无数据,钢混结构,1997年建/板楼,商品房,集中供暖,精装,高楼层 (共8层),板楼,一梯两户
樱海园二期,"崂山,雕塑园",3室2厅1厨2卫,617,3.4998,176.3平米,暂无数据,50年,南 北,满两年,"首付186万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2015-09-20,2013-12-31,有,钢混结构,2010年建/板楼,商品房,集中供暖,其他,低楼层 (共24层),板楼,两梯三户
远洋自然,"崂山,颐中体育场",2室2厅1厨1卫,303,3.4997,86.58平米,64.91㎡,70年,南 北,满两年,"首付91万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-13,2015-06-09,有,钢混结构,2014年建/板楼,商品房,集中供暖,精装,中楼层 (共31层),板楼,两梯四户
凯旋公寓,"崂山,雕塑园",3室2厅1厨2卫,403,3.4892,115.5平米,104.46㎡,50年,东 南 北,满五年,"首付121万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-25,2009-03-05,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,精装,高楼层 (共5层),板楼,一梯两户
香港花园铜锣湾,"市南,辛家庄",3室2厅1厨2卫,275,3.4886,78.83平米,70.41㎡,70年,南 北,满五年,"首付83万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-19,1999-10-30,暂无数据,砖混结构,2000年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯四户
远洋自然,"崂山,颐中体育场",2室2厅1厨1卫,298,3.4858,85.49平米,65.04㎡,70年,南 北,满两年,"首付90万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-02,2015-06-10,有,钢混结构,2014年建/板楼,商品房,集中供暖,精装,高楼层 (共30层),板楼,两梯四户
天泰馥香谷一期,"崂山,雕塑园",4室2厅1厨2卫,630,3.4851,180.77平米,168.33㎡,50年,南 北,满五年,"首付189万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-12-11,2005-04-08,暂无数据,钢混结构,2004年建/板楼,商品房,自供暖,其他,低楼层 (共3层),板楼,一梯两户
丽海花园一期,"崂山,崂山CBD",2室1厅1厨1卫,309,3.4849,88.67平米,80㎡,50年,南 北,满五年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-09,2004-03-10,暂无数据,砖混结构,2002年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯两户
淘金花园,"崂山,雕塑园",3室2厅1厨2卫,480,3.4831,137.81平米,126.36㎡,50年,南 北,满两年,"首付144万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-23,2013-07-19,暂无数据,钢混结构,1997年建/板楼,商品房,集中供暖,其他,低楼层 (共6层),板楼,一梯两户
伏龙路,"市南,大学路",3室1厅1厨1卫,390,3.4822,112平米,暂无数据,70年,南 北,满五年,"首付117万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-12,2001-01-18,暂无数据,砖混结构,1980年建/板楼,商品房,集中供暖,其他,中楼层 (共4层),板楼,一梯两户
都市逸品,"市南,镇江路",2室1厅1厨1卫,310,3.4785,89.12平米,71.48㎡,70年,南 北,满两年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-12,2014-03-04,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共18层),板楼,一梯两户
青建尚东区,"崂山,汽车东站",2室2厅1厨1卫,320,3.4772,92.03平米,71.66㎡,70年,南,满五年,"首付96万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2010-09-15,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,低楼层 (共21层),板楼,两梯三户
万科金色城品,"市北,北岭",3室2厅1厨1卫,315,3.473,90.7平米,68.84㎡,70年,南 北,满五年,"首付95万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-08,2010-03-09,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,低楼层 (共17层),板楼,两梯两户
万科城东京街区,"市北,新都心",3室2厅1厨1卫,375,3.4723,108平米,84.06㎡,70年,东南,满五年,"首付113万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-20,2012-05-31,有,钢混结构,2011年建/板楼,商品房,集中供暖,精装,低楼层 (共23层),板楼,两梯四户
青建尚东区,"崂山,汽车东站",2室2厅1厨1卫,315,3.4662,90.88平米,71.95㎡,70年,南 北,满五年,"首付95万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-16,2010-10-15,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,低楼层 (共23层),板楼,一梯两户
青建尚东区,"崂山,汽车东站",2室1厅1厨1卫,308,3.4658,88.87平米,69.94㎡,70年,南 北,满两年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-20,2013-04-23,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,低楼层 (共21层),板楼,一梯三户
爱丁堡国际公寓,"崂山,张村",2室2厅1厨2卫,427,3.4637,123.28平米,95.92㎡,70年,南 北,满两年,"首付129万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-28,2013-06-14,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,中楼层 (共23层),板楼,一梯三户
海尔东城国际北区,"崂山,颐中体育场",3室2厅1厨1卫,360,3.4616,104平米,暂无数据,70年,南 北,满五年,"首付108万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-12-01,2007-01-07,有,钢混结构,2008年建/板塔结合,已购公房,集中供暖,精装,高楼层 (共16层),板塔结合,一梯四户
远洋自然,"崂山,颐中体育场",3室2厅1厨1卫,400,3.4609,115.58平米,87.93㎡,70年,南 北,满两年,"首付120万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-16,2015-08-04,有,钢混结构,2014年建/板楼,商品房,集中供暖,其他,高楼层 (共30层),板楼,两梯四户
恩马文景园,"崂山,崂山CBD",2室1厅1厨1卫,320,3.4599,92.49平米,74.45㎡,50年,南 北,满两年,"首付96万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-12,2013-02-22,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共30层),板楼,一梯三户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,508,3.4575,146.93平米,127.75㎡,50年,南 北,满五年,"首付153万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-26,2009-03-27,有,钢混结构,2006年建/板楼,商品房,集中供暖,精装,低楼层 (共9层),板楼,一梯两户
瑞禾苑,"市南,麦岛",4室1厅1厨2卫,700,3.4436,203.28平米,181㎡,50年,南,满五年,"首付210万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-16,2000-12-01,暂无数据,钢混结构,1999年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
海尔东城国际北区,"崂山,颐中体育场",2室1厅1厨1卫,320,3.4402,93.02平米,暂无数据,70年,南,满五年,"首付96万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2016-12-17,2011-12-05,有,钢混结构,2006年建/板塔结合,商品房,集中供暖,精装,低楼层 (共22层),板塔结合,两梯三户
麒麟山庄,"崂山,沙子口",2室1厅1厨1卫,300,3.4373,87.28平米,72.31㎡,50年,南 北,满五年,"首付90万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-07,2009-11-04,暂无数据,钢混结构,2005年建/板楼,商品房,自供暖,其他,中楼层 (共4层),板楼,一梯两户
林语山畔,"市北,北岭",5室3厅1厨2卫,380,3.4371,110.56平米,99.06㎡,70年,南 北,满两年,"首付114万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-04,2015-02-11,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
天林山庄,"崂山,雕塑园",3室1厅1厨2卫,420,3.4303,122.44平米,105.76㎡,50年,南,满两年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-05-25,2015-07-30,暂无数据,钢混结构,2000年建/板楼,商品房,集中供暖,其他,低楼层 (共5层),板楼,一梯一户
亚麦山城二期,"崂山,雕塑园",4室2厅1厨2卫,570,3.4301,166.18平米,142.84㎡,70年,东南,满五年,"首付171万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-02,2010-09-21,有,钢混结构,2009年建/板楼,商品房,集中供暖,其他,中楼层 (共11层),板楼,一梯三户
天泰新村一二期,"市南,中央CBD",4室3厅1厨2卫,350,3.4297,102.05平米,93.14㎡,70年,南,满五年,"首付105万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-23,2000-05-17,暂无数据,砖混结构,1997年建/板楼,已购公房,集中供暖,其他,高楼层 (共7层),板楼,一梯两户
山水名园三期,"崂山,石老人",2室2厅1厨2卫,420,3.4283,122.51平米,暂无数据,50年,南 北,满五年,"首付126万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-21,2011-02-24,有,钢混结构,2010年建/板楼,商品房,集中供暖,精装,中楼层 (共13层),板楼,一梯两户
鲁信长春花园,"崂山,颐中体育场",3室2厅1厨2卫,538,3.4214,157.25平米,136㎡,50年,南 北,满五年,"首付162万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-11,2010-04-23,有,钢混结构,2008年建/板楼,商品房,集中供暖,精装,高楼层 (共12层),板楼,一梯两户
永盛蔚蓝海岸,"崂山,雕塑园",3室2厅1厨2卫,520,3.4211,152平米,暂无数据,50年,南,满两年,"首付156万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-02,2014-03-01,有,钢混结构,2002年建/板楼,商品房,集中供暖,其他,高楼层 (共16层),板楼,两梯四户
亚麦山城二期,"崂山,雕塑园",2室2厅1厨1卫,305,3.4167,89.27平米,75.99㎡,70年,南 北,满五年,"首付92万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-03-23,2012-08-20,有,钢混结构,2009年建/板楼,商品房,集中供暖,精装,中楼层 (共10层),板楼,一梯四户
天赐良园,"市北,北仲",5室2厅1厨2卫,290,3.4102,85.04平米,暂无数据,70年,东 南 北,满五年,"首付87万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-31,2001-09-22,暂无数据,钢混结构,2001年建/板楼,商品房,集中供暖,其他,高楼层 (共6层),板楼,一梯两户
凯景广场,"市北,中央CBD",2室1厅1厨1卫,325,3.4057,95.43平米,暂无数据,70年,南,满两年,"首付98万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-27,2015-09-30,有,钢混结构,2014年建/板楼,商品房,集中供暖,其他,高楼层 (共29层),板楼,两梯三户
林语山畔,"市北,北岭",3室2厅1厨2卫,268,3.4011,78.8平米,暂无数据,70年,南 北,满五年,"首付81万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-06-20,2011-11-02,暂无数据,钢混结构,2006年建/板楼,商品房,集中供暖,精装,高楼层 (共6层),板楼,一梯两户
康嘉国际公寓,"市南,镇江路",2室2厅1厨1卫,308,3.3974,90.66平米,90.66㎡,70年,南 北,满五年,"首付93万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-09-14,2011-05-26,有,钢混结构,2010年建/板楼,商品房,集中供暖,简装,中楼层 (共30层),板楼,两梯六户
晓望路,"市南,湛山",2室1厅1厨1卫,213,3.3966,62.71平米,62.71㎡,70年,南,满五年,"首付64万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-10-14,2002-06-28,暂无数据,砖混结构,1988年建/板楼,已购公房,集中供暖,其他,高楼层 (共7层),板楼,一梯五户
吴县一路,"市南,大学路",2室0厅1厨1卫,165,3.3965,48.58平米,43.29㎡,70年,南 北,满五年,"首付50万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-07-09,2006-03-24,暂无数据,砖混结构,1983年建/板楼,商品房,集中供暖,其他,中楼层 (共6层),板楼,一梯五户
湖光山色,"市北,同安路",3室2厅1厨2卫,455,3.3951,134.02平米,暂无数据,70年,南 北,满五年,"首付137万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-08-03,2007-03-10,有,钢混结构,2006年建/板楼,商品房,集中供暖,其他,中楼层 (共11层),板楼,一梯两户
恩马文景园,"崂山,崂山CBD",3室2厅1厨2卫,550,3.3951,162平米,暂无数据,50年,南 北,满两年,"首付165万 ,税费,13.8,万(仅供参考) ,详情",普通住宅,2017-04-17,2013-03-08,有,钢混结构,2011年建/板楼,商品房,集中供暖,其他,低楼层 (共31层),板楼,一梯三户
